stored	reencoded	value
-18446744073709551615e-3	-18446744073709551615e-3	-18446744073709551615e-3
-18446744073709551615e-330	-1e-9	-1e-9
-18446744073709551615e-4294967296	-18446744073709551615	-18446744073709551615e0
-18446744073709551615e-4294967297	-1844674407370955161500e-3	-18446744073709551615e-1
-18446744073709551615e-9	-18446744073709551615e-9	-18446744073709551615e-9
-18446744073709551615e0	-18446744073709551615	-18446744073709551615e0
-18446744073709551615e03	-18446744073709551615e3	-18446744073709551615e3
-18446744073709551615e1	-184467440737095516150	-18446744073709551615e1
-18446744073709551615e10	-184467440737095516150e9	-18446744073709551615e10
-18446744073709551615e1000	-184467440737095516150e999	-18446744073709551615e1000
-18446744073709551615e18	-18446744073709551615e18	-18446744073709551615e18
-18446744073709551615e19	-184467440737095516150e18	-18446744073709551615e19
-18446744073709551615e21	-18446744073709551615e21	-18446744073709551615e21
-18446744073709551615e3	-18446744073709551615e3	-18446744073709551615e3
-18446744073709551615e330	-18446744073709551615e330	-18446744073709551615e330
-18446744073709551615e4294967295	-1844674407370955161500e-3	-18446744073709551615e-1
-18446744073709551615e4294967296	-18446744073709551615	-18446744073709551615e0
-18446744073709551615e4294967297	-184467440737095516150	-18446744073709551615e1
-18446744073709551615e8589934592	-18446744073709551615	-18446744073709551615e0
-18446744073709551615e9	-18446744073709551615e9	-18446744073709551615e9
-18446744073709551615k	-18446744073709551615k	-18446744073709551615e3
-18446744073709551615m	-18446744073709551615m	-18446744073709551615e-3
-18446744073709551615n	-18446744073709551615n	-18446744073709551615e-9
-18446744073709551615u	-18446744073709551615u	-18446744073709551615e-6
-18446744073709551616	-18446744073709551616	-18446744073709551616e0
-184467440737095516160	-184467440737095516160	-18446744073709551616e1
-1844674407370955161600e-3	-1844674407370955161600e-3	-18446744073709551616e-1
-184467440737095516160e18	-184467440737095516160e18	-18446744073709551616e19
-184467440737095516160e9	-184467440737095516160e9	-18446744073709551616e10
-184467440737095516160e999	-184467440737095516160e999	-18446744073709551616e1000
-18446744073709551616E	-18446744073709551616E	-18446744073709551616e18
-18446744073709551616E3	-18446744073709551616e3	-18446744073709551616e3
-18446744073709551616Ei	-9223372036854775807	-9223372036854775807e0
-18446744073709551616G	-18446744073709551616G	-18446744073709551616e9
-18446744073709551616Gi	-9223372036854775807	-9223372036854775807e0
-18446744073709551616Ki	-9223372036854775807	-9223372036854775807e0
-18446744073709551616M	-18446744073709551616M	-18446744073709551616e6
-18446744073709551616Mi	-9223372036854775807	-9223372036854775807e0
-18446744073709551616P	-18446744073709551616P	-18446744073709551616e15
-18446744073709551616Pi	-9223372036854775807	-9223372036854775807e0
-18446744073709551616T	-18446744073709551616T	-18446744073709551616e12
-18446744073709551616Ti	-9223372036854775807	-9223372036854775807e0
-18446744073709551616e+21	-18446744073709551616e21	-18446744073709551616e21
-18446744073709551616e-1	-1844674407370955161600e-3	-18446744073709551616e-1
-18446744073709551616e-10	-1844674407370955162e-9	-1844674407370955162e-9
-18446744073709551616e-1000	-1e-9	-1e-9
-18446744073709551616e-18	-18446744074e-9	-18446744074e-9
-18446744073709551616e-19	-1844674408e-9	-1844674408e-9
-18446744073709551616e-3	-18446744073709551616e-3	-18446744073709551616e-3
-18446744073709551616e-330	-1e-9	-1e-9
-18446744073709551616e-4294967296	-18446744073709551616	-18446744073709551616e0
-18446744073709551616e-4294967297	-1844674407370955161600e-3	-18446744073709551616e-1
-18446744073709551616e-9	-18446744073709551616e-9	-18446744073709551616e-9
-18446744073709551616e0	-18446744073709551616	-18446744073709551616e0
-18446744073709551616e03	-18446744073709551616e3	-18446744073709551616e3
-18446744073709551616e1	-184467440737095516160	-18446744073709551616e1
-18446744073709551616e10	-184467440737095516160e9	-18446744073709551616e10
-18446744073709551616e1000	-184467440737095516160e999	-18446744073709551616e1000
-18446744073709551616e18	-18446744073709551616e18	-18446744073709551616e18
-18446744073709551616e19	-184467440737095516160e18	-18446744073709551616e19
-18446744073709551616e21	-18446744073709551616e21	-18446744073709551616e21
-18446744073709551616e3	-18446744073709551616e3	-18446744073709551616e3
-18446744073709551616e330	-18446744073709551616e330	-18446744073709551616e330
-18446744073709551616e4294967295	-1844674407370955161600e-3	-18446744073709551616e-1
-18446744073709551616e4294967296	-18446744073709551616	-18446744073709551616e0
-18446744073709551616e4294967297	-184467440737095516160	-18446744073709551616e1
-18446744073709551616e8589934592	-18446744073709551616	-18446744073709551616e0
-18446744073709551616e9	-18446744073709551616e9	-18446744073709551616e9
-18446744073709551616k	-18446744073709551616k	-18446744073709551616e3
-18446744073709551616m	-18446744073709551616m	-18446744073709551616e-3
-18446744073709551616n	-18446744073709551616n	-18446744073709551616e-9
-18446744073709551616u	-18446744073709551616u	-18446744073709551616e-6
-1844674407370955162e-9	-1844674407370955162e-9	-1844674407370955162e-9
-18446744074e-9	-18446744074e-9	-18446744074e-9
-1844674408e-9	-1844674408e-9	-1844674408e-9
-1E	-1E	-1e18
-1E3	-1E3	-1e3
-1Ei	-1Ei	-1152921504606846976e0
-1G	-1G	-1e9
-1Gi	-1Gi	-1073741824e0
-1Ki	-1Ki	-1024e0
-1M	-1M	-1e6
-1Mi	-1Mi	-1048576e0
-1P	-1P	-1e15
-1Pi	-1Pi	-1125899906842624e0
-1T	-1T	-1e12
-1Ti	-1Ti	-1099511627776e0
-1e+21	-1e+21	-1e21
-1e-1	-100e-3	-1e-1
-1e-10	-1e-9	-1e-9
-1e-1000	-1e-9	-1e-9
-1e-18	-1e-9	-1e-9
-1e-19	-1e-9	-1e-9
-1e-2147483649	-10e2147483646	-1e2147483647
-1e-3	-1e-3	-1e-3
-1e-330	-1e-9	-1e-9
-1e-4294967296	-1e-4294967296	-1e0
-1e-4294967297	-100e-3	-1e-1
-1e-6	-1e-6	-1e-6
-1e-9	-1e-9	-1e-9
-1e0	-1e0	-1e0
-1e03	-1e03	-1e3
-1e1	-10	-1e1
-1e10	-10e9	-1e10
-1e1000	-10e999	-1e1000
-1e12	-1e12	-1e12
-1e15	-1e15	-1e15
-1e18	-1e18	-1e18
-1e19	-10e18	-1e19
-1e21	-1e21	-1e21
-1e2147483000	-100e2147482998	-1e2147483000
-1e2147483627	-100e2147483625	-1e2147483627
-1e2147483637	-1e2147483637	-1e2147483637
-1e2147483640	-1e2147483640	-1e2147483640
-1e2147483643	-1e2147483643	-1e2147483643
-1e2147483646	-1e2147483646	-1e2147483646
-1e2147483647	-10e2147483646	-1e2147483647
-1e24	-1e24	-1e24
-1e27	-1e27	-1e27
-1e3	-1e3	-1e3
-1e321	-1e321	-1e321
-1e327	-1e327	-1e327
-1e330	-1e330	-1e330
-1e333	-1e333	-1e333
-1e348	-1e348	-1e348
-1e36	-1e36	-1e36
-1e39	-1e39	-1e39
-1e4294967295	-100e-3	-1e-1
-1e4294967296	-1e4294967296	-1e0
-1e4294967297	-10	-1e1
-1e6	-1e6	-1e6
-1e8589934592	-1e8589934592	-1e0
-1e9	-1e9	-1e9
-1e990	-1e990	-1e990
-1e999	-1e999	-1e999
-1k	-1k	-1e3
-1m	-1m	-1e-3
-1n	-1n	-1e-9
-1u	-1u	-1e-6
-2e-9	-2e-9	-2e-9
-2n	-2n	-2e-9
-5	-5	-5e0
-50	-50	-5e1
-500	-500	-5e2
-500G	-500G	-5e11
-500M	-500M	-5e8
-500P	-500P	-5e17
-500T	-500T	-5e14
-500e-3	-500e-3	-5e-1
-500e-6	-500e-6	-5e-4
-500e15	-500e15	-5e17
-500e18	-500e18	-5e20
-500e2147482998	-500e2147482998	-5e2147483000
-500e2147483625	-500e2147483625	-5e2147483627
-500e2147483643	-500e2147483643	-5e2147483645
-500e327	-500e327	-5e329
-500e6	-500e6	-5e8
-500k	-500k	-5e5
-500m	-500m	-5e-1
-500n	-500n	-5e-7
-500u	-500u	-5e-4
-50e-3	-50e-3	-5e-2
-50e18	-50e18	-5e19
-50e2147482998	-50e2147482998	-5e2147482999
-50e2147483625	-50e2147483625	-5e2147483626
-50e2147483646	-50e2147483646	-5e2147483647
-50e9	-50e9	-5e10
-50e999	-50e999	-5e1000
-512	-512	-512e0
-512Gi	-512Gi	-549755813888e0
-512Ki	-512Ki	-524288e0
-512Mi	-512Mi	-536870912e0
-512Pi	-512Pi	-576460752303423488e0
-512Ti	-512Ti	-562949953421312e0
-5E	-5E	-5e18
-5E3	-5E3	-5e3
-5Ei	-5Ei	-576460752303423488e1
-5G	-5G	-5e9
-5Gi	-5Gi	-536870912e1
-5Ki	-5Ki	-512e1
-5M	-5M	-5e6
-5Mi	-5Mi	-524288e1
-5P	-5P	-5e15
-5Pi	-5Pi	-562949953421312e1
-5T	-5T	-5e12
-5Ti	-5Ti	-549755813888e1
-5e+21	-5e+21	-5e21
-5e-1	-500e-3	-5e-1
-5e-10	-1e-9	-1e-9
-5e-1000	-1e-9	-1e-9
-5e-18	-1e-9	-1e-9
-5e-19	-1e-9	-1e-9
-5e-2147483649	-50e2147483646	-5e2147483647
-5e-3	-5e-3	-5e-3
-5e-330	-1e-9	-1e-9
-5e-4294967296	-5e-4294967296	-5e0
-5e-4294967297	-500e-3	-5e-1
-5e-9	-5e-9	-5e-9
-5e0	-5e0	-5e0
-5e03	-5e03	-5e3
-5e1	-50	-5e1
-5e10	-50e9	-5e10
-5e1000	-50e999	-5e1000
-5e18	-5e18	-5e18
-5e19	-50e18	-5e19
-5e21	-5e21	-5e21
-5e2147483000	-500e2147482998	-5e2147483000
-5e2147483627	-500e2147483625	-5e2147483627
-5e2147483646	-5e2147483646	-5e2147483646
-5e2147483647	-50e2147483646	-5e2147483647
-5e3	-5e3	-5e3
-5e330	-5e330	-5e330
-5e4294967295	-500e-3	-5e-1
-5e4294967296	-5e4294967296	-5e0
-5e4294967297	-50	-5e1
-5e8589934592	-5e8589934592	-5e0
-5e9	-5e9	-5e9
-5e999	-5e999	-5e999
-5k	-5k	-5e3
-5m	-5m	-5e-3
-5n	-5n	-5e-9
-5u	-5u	-5e-6
-9223372036854775	-9223372036854775	-9223372036854775e0
-9223372036854775.807	-9223372036854775807m	-9223372036854775807e-3
-9223372036854775.807E	-9223372036854775807P	-9223372036854775807e15
-9223372036854775.807E3	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807Ei	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807G	-9223372036854775807M	-9223372036854775807e6
-9223372036854775.807Gi	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807Ki	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807M	-9223372036854775807k	-9223372036854775807e3
-9223372036854775.807Mi	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807P	-9223372036854775807T	-9223372036854775807e12
-9223372036854775.807Pi	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807T	-9223372036854775807G	-9223372036854775807e9
-9223372036854775.807Ti	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807e+21	-9223372036854775807e18	-9223372036854775807e18
-9223372036854775.807e-1	-922337203685477580700e-6	-9223372036854775807e-4
-9223372036854775.807e-10	-922337203685478e-9	-922337203685478e-9
-9223372036854775.807e-1000	-1e-9	-1e-9
-9223372036854775.807e-18	-9223373e-9	-9223373e-9
-9223372036854775.807e-19	-922338e-9	-922338e-9
-9223372036854775.807e-3	-9223372036854775807e-6	-9223372036854775807e-6
-9223372036854775.807e-330	-1e-9	-1e-9
-9223372036854775.807e-4294967296	-9223372036854775807e-3	-9223372036854775807e-3
-9223372036854775.807e-4294967297	-922337203685477580700e-6	-9223372036854775807e-4
-9223372036854775.807e-9	-9223372036854776e-9	-9223372036854776e-9
-9223372036854775.807e0	-9223372036854775807e-3	-9223372036854775807e-3
-9223372036854775.807e03	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807e1	-92233720368547758070e-3	-9223372036854775807e-2
-9223372036854775.807e10	-92233720368547758070e6	-9223372036854775807e7
-9223372036854775.807e1000	-92233720368547758070e996	-9223372036854775807e997
-9223372036854775.807e18	-9223372036854775807e15	-9223372036854775807e15
-9223372036854775.807e19	-92233720368547758070e15	-9223372036854775807e16
-9223372036854775.807e21	-9223372036854775807e18	-9223372036854775807e18
-9223372036854775.807e3	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807e330	-9223372036854775807e327	-9223372036854775807e327
-9223372036854775.807e4294967295	-922337203685477580700e-6	-9223372036854775807e-4
-9223372036854775.807e4294967296	-9223372036854775807e-3	-9223372036854775807e-3
-9223372036854775.807e4294967297	-92233720368547758070e-3	-9223372036854775807e-2
-9223372036854775.807e8589934592	-9223372036854775807e-3	-9223372036854775807e-3
-9223372036854775.807e9	-9223372036854775807e6	-9223372036854775807e6
-9223372036854775.807k	-9223372036854775807	-9223372036854775807e0
-9223372036854775.807m	-9223372036854775807u	-9223372036854775807e-6
-9223372036854775.807n	-9223372036854776n	-9223372036854776e-9
-9223372036854775.807u	-9223372036854775807n	-9223372036854775807e-9
-9223372036854775.808	-9223372036854775808m	-9223372036854775808e-3
-9223372036854775.808E	-9223372036854775808P	-9223372036854775808e15
-9223372036854775.808E3	-9223372036854775808	-9223372036854775808e0
-9223372036854775.808Ei	-9223372036854775807	-9223372036854775807e0
-9223372036854775.808G	-9223372036854775808M	-9223372036854775808e6
-9223372036854775.808Gi	-9223372036854775807	-9223372036854775807e0
-9223372036854775.808Ki	-9223372036854775807	-9223372036854775807e0
-9223372036854775.808M	-9223372036854775808k	-9223372036854775808e3
-9223372036854775.808Mi	-9223372036854775807	-9223372036854775807e0
-9223372036854775.808P	-9223372036854775808T	-9223372036854775808e12
-9223372036854775.808Pi	-9223372036854775807	-9223372036854775807e0
-9223372036854775.808T	-9223372036854775808G	-9223372036854775808e9
-9223372036854775.808Ti	-9223372036854775807	-9223372036854775807e0
-9223372036854775.808e+21	-9223372036854775808e18	-9223372036854775808e18
-9223372036854775.808e-1	-922337203685477580800e-6	-9223372036854775808e-4
-9223372036854775.808e-10	-922337203685478e-9	-922337203685478e-9
-9223372036854775.808e-1000	-1e-9	-1e-9
-9223372036854775.808e-18	-9223373e-9	-9223373e-9
-9223372036854775.808e-19	-922338e-9	-922338e-9
-9223372036854775.808e-3	-9223372036854775808e-6	-9223372036854775808e-6
-9223372036854775.808e-330	-1e-9	-1e-9
-9223372036854775.808e-4294967296	-9223372036854775808e-3	-9223372036854775808e-3
-9223372036854775.808e-4294967297	-922337203685477580800e-6	-9223372036854775808e-4
-9223372036854775.808e-9	-9223372036854776e-9	-9223372036854776e-9
-9223372036854775.808e0	-9223372036854775808e-3	-9223372036854775808e-3
-9223372036854775.808e03	-9223372036854775808	-9223372036854775808e0
-9223372036854775.808e1	-92233720368547758080e-3	-9223372036854775808e-2
-9223372036854775.808e10	-92233720368547758080e6	-9223372036854775808e7
-9223372036854775.808e1000	-92233720368547758080e996	-9223372036854775808e997
-9223372036854775.808e18	-9223372036854775808e15	-9223372036854775808e15
-9223372036854775.808e19	-92233720368547758080e15	-9223372036854775808e16
-9223372036854775.808e21	-9223372036854775808e18	-9223372036854775808e18
-9223372036854775.808e3	-9223372036854775808	-9223372036854775808e0
-9223372036854775.808e330	-9223372036854775808e327	-9223372036854775808e327
-9223372036854775.808e4294967295	-922337203685477580800e-6	-9223372036854775808e-4
-9223372036854775.808e4294967296	-9223372036854775808e-3	-9223372036854775808e-3
-9223372036854775.808e4294967297	-92233720368547758080e-3	-9223372036854775808e-2
-9223372036854775.808e8589934592	-9223372036854775808e-3	-9223372036854775808e-3
-9223372036854775.808e9	-9223372036854775808e6	-9223372036854775808e6
-9223372036854775.808k	-9223372036854775808	-9223372036854775808e0
-9223372036854775.808m	-9223372036854775808u	-9223372036854775808e-6
-9223372036854775.808n	-9223372036854776n	-9223372036854776e-9
-9223372036854775.808u	-9223372036854775808n	-9223372036854775808e-9
-92233720368547750	-92233720368547750	-9223372036854775e1
-922337203685477500e-3	-922337203685477500e-3	-9223372036854775e-1
-922337203685477500e2147482998	-922337203685477500e2147482998	-9223372036854775e2147483000
-922337203685477500e2147483625	-922337203685477500e2147483625	-9223372036854775e2147483627
-92233720368547750e18	-92233720368547750e18	-9223372036854775e19
-92233720368547750e2147483646	-92233720368547750e2147483646	-9223372036854775e2147483647
-92233720368547750e9	-92233720368547750e9	-9223372036854775e10
-92233720368547750e999	-92233720368547750e999	-9223372036854775e1000
-9223372036854775807	-9223372036854775807	-9223372036854775807e0
-92233720368547758070	-92233720368547758070	-9223372036854775807e1
-922337203685477580700e-3	-922337203685477580700e-3	-9223372036854775807e-1
-922337203685477580700e-6	-922337203685477580700e-6	-9223372036854775807e-4
-92233720368547758070e-3	-92233720368547758070e-3	-9223372036854775807e-2
-92233720368547758070e15	-92233720368547758070e15	-9223372036854775807e16
-92233720368547758070e18	-92233720368547758070e18	-9223372036854775807e19
-92233720368547758070e6	-92233720368547758070e6	-9223372036854775807e7
-92233720368547758070e9	-92233720368547758070e9	-9223372036854775807e10
-92233720368547758070e996	-92233720368547758070e996	-9223372036854775807e997
-92233720368547758070e999	-92233720368547758070e999	-9223372036854775807e1000
-9223372036854775807E	-9223372036854775807E	-9223372036854775807e18
-9223372036854775807E3	-9223372036854775807e3	-9223372036854775807e3
-9223372036854775807Ei	-9223372036854775807	-9223372036854775807e0
-9223372036854775807G	-9223372036854775807G	-9223372036854775807e9
-9223372036854775807Gi	-9223372036854775807	-9223372036854775807e0
-9223372036854775807Ki	-9223372036854775807	-9223372036854775807e0
-9223372036854775807M	-9223372036854775807M	-9223372036854775807e6
-9223372036854775807Mi	-9223372036854775807	-9223372036854775807e0
-9223372036854775807P	-9223372036854775807P	-9223372036854775807e15
-9223372036854775807Pi	-9223372036854775807	-9223372036854775807e0
-9223372036854775807T	-9223372036854775807T	-9223372036854775807e12
-9223372036854775807Ti	-9223372036854775807	-9223372036854775807e0
-9223372036854775807e+21	-9223372036854775807e21	-9223372036854775807e21
-9223372036854775807e-1	-922337203685477580700e-3	-9223372036854775807e-1
-9223372036854775807e-10	-922337203685477581e-9	-922337203685477581e-9
-9223372036854775807e-1000	-1e-9	-1e-9
-9223372036854775807e-18	-9223372037e-9	-9223372037e-9
-9223372036854775807e-19	-922337204e-9	-922337204e-9
-9223372036854775807e-3	-9223372036854775807e-3	-9223372036854775807e-3
-9223372036854775807e-330	-1e-9	-1e-9
-9223372036854775807e-4294967296	-9223372036854775807	-9223372036854775807e0
-9223372036854775807e-4294967297	-922337203685477580700e-3	-9223372036854775807e-1
-9223372036854775807e-6	-9223372036854775807e-6	-9223372036854775807e-6
-9223372036854775807e-9	-9223372036854775807e-9	-9223372036854775807e-9
-9223372036854775807e0	-9223372036854775807	-9223372036854775807e0
-9223372036854775807e03	-9223372036854775807e3	-9223372036854775807e3
-9223372036854775807e1	-92233720368547758070	-9223372036854775807e1
-9223372036854775807e10	-92233720368547758070e9	-9223372036854775807e10
-9223372036854775807e1000	-92233720368547758070e999	-9223372036854775807e1000
-9223372036854775807e15	-9223372036854775807e15	-9223372036854775807e15
-9223372036854775807e18	-9223372036854775807e18	-9223372036854775807e18
-9223372036854775807e19	-92233720368547758070e18	-9223372036854775807e19
-9223372036854775807e21	-9223372036854775807e21	-9223372036854775807e21
-9223372036854775807e3	-9223372036854775807e3	-9223372036854775807e3
-9223372036854775807e327	-9223372036854775807e327	-9223372036854775807e327
-9223372036854775807e330	-9223372036854775807e330	-9223372036854775807e330
-9223372036854775807e4294967295	-922337203685477580700e-3	-9223372036854775807e-1
-9223372036854775807e4294967296	-9223372036854775807	-9223372036854775807e0
-9223372036854775807e4294967297	-92233720368547758070	-9223372036854775807e1
-9223372036854775807e6	-9223372036854775807e6	-9223372036854775807e6
-9223372036854775807e8589934592	-9223372036854775807	-9223372036854775807e0
-9223372036854775807e9	-9223372036854775807e9	-9223372036854775807e9
-9223372036854775807k	-9223372036854775807k	-9223372036854775807e3
-9223372036854775807m	-9223372036854775807m	-9223372036854775807e-3
-9223372036854775807n	-9223372036854775807n	-9223372036854775807e-9
-9223372036854775807u	-9223372036854775807u	-9223372036854775807e-6
-9223372036854775808	-9223372036854775808	-9223372036854775808e0
-92233720368547758080	-92233720368547758080	-9223372036854775808e1
-922337203685477580800e-3	-922337203685477580800e-3	-9223372036854775808e-1
-922337203685477580800e-6	-922337203685477580800e-6	-9223372036854775808e-4
-92233720368547758080e-3	-92233720368547758080e-3	-9223372036854775808e-2
-92233720368547758080e15	-92233720368547758080e15	-9223372036854775808e16
-92233720368547758080e18	-92233720368547758080e18	-9223372036854775808e19
-92233720368547758080e6	-92233720368547758080e6	-9223372036854775808e7
-92233720368547758080e9	-92233720368547758080e9	-9223372036854775808e10
-92233720368547758080e996	-92233720368547758080e996	-9223372036854775808e997
-92233720368547758080e999	-92233720368547758080e999	-9223372036854775808e1000
-9223372036854775808E	-9223372036854775808E	-9223372036854775808e18
-9223372036854775808E3	-9223372036854775808e3	-9223372036854775808e3
-9223372036854775808Ei	-9223372036854775807	-9223372036854775807e0
-9223372036854775808G	-9223372036854775808G	-9223372036854775808e9
-9223372036854775808Gi	-9223372036854775807	-9223372036854775807e0
-9223372036854775808Ki	-9223372036854775807	-9223372036854775807e0
-9223372036854775808M	-9223372036854775808M	-9223372036854775808e6
-9223372036854775808Mi	-9223372036854775807	-9223372036854775807e0
-9223372036854775808P	-9223372036854775808P	-9223372036854775808e15
-9223372036854775808Pi	-9223372036854775807	-9223372036854775807e0
-9223372036854775808T	-9223372036854775808T	-9223372036854775808e12
-9223372036854775808Ti	-9223372036854775807	-9223372036854775807e0
-9223372036854775808e+21	-9223372036854775808e21	-9223372036854775808e21
-9223372036854775808e-1	-922337203685477580800e-3	-9223372036854775808e-1
-9223372036854775808e-10	-922337203685477581e-9	-922337203685477581e-9
-9223372036854775808e-1000	-1e-9	-1e-9
-9223372036854775808e-18	-9223372037e-9	-9223372037e-9
-9223372036854775808e-19	-922337204e-9	-922337204e-9
-9223372036854775808e-3	-9223372036854775808e-3	-9223372036854775808e-3
-9223372036854775808e-330	-1e-9	-1e-9
-9223372036854775808e-4294967296	-9223372036854775808	-9223372036854775808e0
-9223372036854775808e-4294967297	-922337203685477580800e-3	-9223372036854775808e-1
-9223372036854775808e-6	-9223372036854775808e-6	-9223372036854775808e-6
-9223372036854775808e-9	-9223372036854775808e-9	-9223372036854775808e-9
-9223372036854775808e0	-9223372036854775808	-9223372036854775808e0
-9223372036854775808e03	-9223372036854775808e3	-9223372036854775808e3
-9223372036854775808e1	-92233720368547758080	-9223372036854775808e1
-9223372036854775808e10	-92233720368547758080e9	-9223372036854775808e10
-9223372036854775808e1000	-92233720368547758080e999	-9223372036854775808e1000
-9223372036854775808e15	-9223372036854775808e15	-9223372036854775808e15
-9223372036854775808e18	-9223372036854775808e18	-9223372036854775808e18
-9223372036854775808e19	-92233720368547758080e18	-9223372036854775808e19
-9223372036854775808e21	-9223372036854775808e21	-9223372036854775808e21
-9223372036854775808e3	-9223372036854775808e3	-9223372036854775808e3
-9223372036854775808e327	-9223372036854775808e327	-9223372036854775808e327
-9223372036854775808e330	-9223372036854775808e330	-9223372036854775808e330
-9223372036854775808e4294967295	-922337203685477580800e-3	-9223372036854775808e-1
-9223372036854775808e4294967296	-9223372036854775808	-9223372036854775808e0
-9223372036854775808e4294967297	-92233720368547758080	-9223372036854775808e1
-9223372036854775808e6	-9223372036854775808e6	-9223372036854775808e6
-9223372036854775808e8589934592	-9223372036854775808	-9223372036854775808e0
-9223372036854775808e9	-9223372036854775808e9	-9223372036854775808e9
-9223372036854775808k	-9223372036854775808k	-9223372036854775808e3
-9223372036854775808m	-9223372036854775808m	-9223372036854775808e-3
-9223372036854775808n	-9223372036854775808n	-9223372036854775808e-9
-9223372036854775808u	-9223372036854775808u	-9223372036854775808e-6
-922337203685477581e-9	-922337203685477581e-9	-922337203685477581e-9
-9223372036854775E	-9223372036854775E	-9223372036854775e18
-9223372036854775E3	-9223372036854775E3	-9223372036854775e3
-9223372036854775Ei	-9223372036854775807	-9223372036854775807e0
-9223372036854775G	-9223372036854775G	-9223372036854775e9
-9223372036854775Gi	-9223372036854775807	-9223372036854775807e0
-9223372036854775Ki	-9223372036854775807	-9223372036854775807e0
-9223372036854775M	-9223372036854775M	-9223372036854775e6
-9223372036854775Mi	-9223372036854775807	-9223372036854775807e0
-9223372036854775P	-9223372036854775P	-9223372036854775e15
-9223372036854775Pi	-9223372036854775807	-9223372036854775807e0
-9223372036854775T	-9223372036854775T	-9223372036854775e12
-9223372036854775Ti	-9223372036854775807	-9223372036854775807e0
-9223372036854775e+21	-9223372036854775e+21	-9223372036854775e21
-9223372036854775e-1	-922337203685477500e-3	-9223372036854775e-1
-9223372036854775e-10	-922337203685478e-9	-922337203685478e-9
-9223372036854775e-1000	-1e-9	-1e-9
-9223372036854775e-18	-9223373e-9	-9223373e-9
-9223372036854775e-19	-922338e-9	-922338e-9
-9223372036854775e-2147483649	-92233720368547750e2147483646	-9223372036854775e2147483647
-9223372036854775e-3	-9223372036854775e-3	-9223372036854775e-3
-9223372036854775e-330	-1e-9	-1e-9
-9223372036854775e-4294967296	-9223372036854775e-4294967296	-9223372036854775e0
-9223372036854775e-4294967297	-922337203685477500e-3	-9223372036854775e-1
-9223372036854775e-9	-9223372036854775e-9	-9223372036854775e-9
-9223372036854775e0	-9223372036854775e0	-9223372036854775e0
-9223372036854775e03	-9223372036854775e03	-9223372036854775e3
-9223372036854775e1	-92233720368547750	-9223372036854775e1
-9223372036854775e10	-92233720368547750e9	-9223372036854775e10
-9223372036854775e1000	-92233720368547750e999	-9223372036854775e1000
-9223372036854775e18	-9223372036854775e18	-9223372036854775e18
-9223372036854775e19	-92233720368547750e18	-9223372036854775e19
-9223372036854775e21	-9223372036854775e21	-9223372036854775e21
-9223372036854775e2147483000	-922337203685477500e2147482998	-9223372036854775e2147483000
-9223372036854775e2147483627	-922337203685477500e2147483625	-9223372036854775e2147483627
-9223372036854775e2147483646	-9223372036854775e2147483646	-9223372036854775e2147483646
-9223372036854775e2147483647	-92233720368547750e2147483646	-9223372036854775e2147483647
-9223372036854775e3	-9223372036854775e3	-9223372036854775e3
-9223372036854775e330	-9223372036854775e330	-9223372036854775e330
-9223372036854775e4294967295	-922337203685477500e-3	-9223372036854775e-1
-9223372036854775e4294967296	-9223372036854775e4294967296	-9223372036854775e0
-9223372036854775e4294967297	-92233720368547750	-9223372036854775e1
-9223372036854775e8589934592	-9223372036854775e8589934592	-9223372036854775e0
-9223372036854775e9	-9223372036854775e9	-9223372036854775e9
-9223372036854775k	-9223372036854775k	-9223372036854775e3
-9223372036854775m	-9223372036854775m	-9223372036854775e-3
-9223372036854775n	-9223372036854775n	-9223372036854775e-9
-9223372036854775u	-9223372036854775u	-9223372036854775e-6
-9223372036854776	-9223372036854776	-9223372036854776e0
-92233720368547760	-92233720368547760	-9223372036854776e1
-922337203685477600e-3	-922337203685477600e-3	-9223372036854776e-1
-922337203685477600e2147482998	-922337203685477600e2147482998	-9223372036854776e2147483000
-922337203685477600e2147483625	-922337203685477600e2147483625	-9223372036854776e2147483627
-92233720368547760e18	-92233720368547760e18	-9223372036854776e19
-92233720368547760e2147483646	-92233720368547760e2147483646	-9223372036854776e2147483647
-92233720368547760e9	-92233720368547760e9	-9223372036854776e10
-92233720368547760e999	-92233720368547760e999	-9223372036854776e1000
-9223372036854776E	-9223372036854776E	-9223372036854776e18
-9223372036854776E3	-9223372036854776E3	-9223372036854776e3
-9223372036854776Ei	-9223372036854775807	-9223372036854775807e0
-9223372036854776G	-9223372036854776G	-9223372036854776e9
-9223372036854776Gi	-9223372036854775807	-9223372036854775807e0
-9223372036854776Ki	-9223372036854775807	-9223372036854775807e0
-9223372036854776M	-9223372036854776M	-9223372036854776e6
-9223372036854776Mi	-9223372036854775807	-9223372036854775807e0
-9223372036854776P	-9223372036854776P	-9223372036854776e15
